symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume
ITMG,2019-11-29 0:00:00,10225.0,10575.0,10225.0,10550.0,1426200.0,10225.0,10575.0,10225.0,10550.0,1426200.0
ITMG,2019-12-02 0:00:00,10625.0,10625.0,10225.0,10225.0,1276300.0,10625.0,10625.0,10225.0,10225.0,1276300.0
ITMG,2019-12-03 0:00:00,10275.0,10675.0,10275.0,10625.0,1619400.0,10275.0,10675.0,10275.0,10625.0,1619400.0
ITMG,2019-12-04 0:00:00,10200.0,10425.0,10125.0,10325.0,1803200.0,10200.0,10425.0,10125.0,10325.0,1803200.0
ITMG,2019-12-05 0:00:00,10100.0,10400.0,10100.0,10300.0,2482500.0,10100.0,10400.0,10100.0,10300.0,2482500.0
ITMG,2019-12-06 0:00:00,10100.0,10225.0,10050.0,10125.0,2216300.0,10100.0,10225.0,10050.0,10125.0,2216300.0
ITMG,2019-12-09 0:00:00,10200.0,10300.0,10150.0,10150.0,2784600.0,10200.0,10300.0,10150.0,10150.0,2784600.0
ITMG,2019-12-10 0:00:00,10850.0,10925.0,10200.0,10200.0,5332700.0,10850.0,10925.0,10200.0,10200.0,5332700.0
ITMG,2019-12-11 0:00:00,10725.0,11075.0,10650.0,10700.0,3370400.0,10725.0,11075.0,10650.0,10700.0,3370400.0
ITMG,2019-12-12 0:00:00,10750.0,10900.0,10650.0,10725.0,1757800.0,10750.0,10900.0,10650.0,10725.0,1757800.0
ITMG,2019-12-13 0:00:00,11050.0,11125.0,10775.0,10825.0,2328400.0,11050.0,11125.0,10775.0,10825.0,2328400.0
ITMG,2019-12-16 0:00:00,11375.0,11625.0,11100.0,11100.0,3541600.0,11375.0,11625.0,11100.0,11100.0,3541600.0
ITMG,2019-12-17 0:00:00,11275.0,11600.0,11000.0,11600.0,1870800.0,11275.0,11600.0,11000.0,11600.0,1870800.0
ITMG,2019-12-18 0:00:00,11325.0,11400.0,11100.0,11200.0,1474900.0,11325.0,11400.0,11100.0,11200.0,1474900.0
ITMG,2019-12-19 0:00:00,11225.0,11325.0,11100.0,11300.0,1082800.0,11225.0,11325.0,11100.0,11300.0,1082800.0
ITMG,2019-12-20 0:00:00,11350.0,11350.0,11150.0,11325.0,864900.0,11350.0,11350.0,11150.0,11325.0,864900.0
ITMG,2019-12-23 0:00:00,11175.0,11375.0,11150.0,11350.0,831300.0,11175.0,11375.0,11150.0,11350.0,831300.0
ITMG,2019-12-26 0:00:00,11250.0,11375.0,11150.0,11175.0,729700.0,11250.0,11375.0,11150.0,11175.0,729700.0
ITMG,2019-12-27 0:00:00,11225.0,11325.0,11150.0,11200.0,532400.0,11225.0,11325.0,11150.0,11200.0,532400.0
ITMG,2019-12-30 0:00:00,11475.0,11525.0,11225.0,11225.0,1387600.0,11475.0,11525.0,11225.0,11225.0,1387600.0
ITMG,2020-01-02 0:00:00,11350.0,11450.0,11225.0,11450.0,866600.0,11350.0,11450.0,11225.0,11450.0,866600.0
ITMG,2020-01-03 0:00:00,11725.0,11775.0,11400.0,11550.0,1902800.0,11725.0,11775.0,11400.0,11550.0,1902800.0
ITMG,2020-01-06 0:00:00,11800.0,12025.0,11575.0,11725.0,1353300.0,11800.0,12025.0,11575.0,11725.0,1353300.0
ITMG,2020-01-07 0:00:00,11900.0,11950.0,11750.0,11900.0,1004200.0,11900.0,11950.0,11750.0,11900.0,1004200.0
ITMG,2020-01-08 0:00:00,11725.0,12050.0,11725.0,11875.0,1420400.0,11725.0,12050.0,11725.0,11875.0,1420400.0
ITMG,2020-01-09 0:00:00,11825.0,11875.0,11700.0,11725.0,1452100.0,11825.0,11875.0,11700.0,11725.0,1452100.0
ITMG,2020-01-10 0:00:00,12675.0,12750.0,12200.0,12200.0,4392600.0,12675.0,12750.0,12200.0,12200.0,4392600.0
ITMG,2020-01-13 0:00:00,13350.0,13400.0,12975.0,12975.0,3302800.0,13350.0,13400.0,12975.0,12975.0,3302800.0
ITMG,2020-01-14 0:00:00,13300.0,13625.0,13150.0,13500.0,2644100.0,13300.0,13625.0,13150.0,13500.0,2644100.0
ITMG,2020-01-15 0:00:00,12700.0,13100.0,12425.0,13000.0,3030500.0,12700.0,13100.0,12425.0,13000.0,3030500.0
ITMG,2020-01-16 0:00:00,12700.0,12850.0,12625.0,12650.0,1596900.0,12700.0,12850.0,12625.0,12650.0,1596900.0
ITMG,2020-01-17 0:00:00,12775.0,12850.0,12650.0,12700.0,742500.0,12775.0,12850.0,12650.0,12700.0,742500.0
ITMG,2020-01-20 0:00:00,12375.0,12800.0,12275.0,12775.0,763900.0,12375.0,12800.0,12275.0,12775.0,763900.0
ITMG,2020-01-21 0:00:00,12150.0,12425.0,12150.0,12400.0,604400.0,12150.0,12425.0,12150.0,12400.0,604400.0
ITMG,2020-01-22 0:00:00,12025.0,12125.0,11925.0,12125.0,954600.0,12025.0,12125.0,11925.0,12125.0,954600.0
ITMG,2020-01-23 0:00:00,11850.0,12275.0,11800.0,12075.0,1422800.0,11850.0,12275.0,11800.0,12075.0,1422800.0
ITMG,2020-01-24 0:00:00,11700.0,11975.0,11700.0,11875.0,693100.0,11700.0,11975.0,11700.0,11875.0,693100.0
ITMG,2020-01-27 0:00:00,11350.0,11625.0,11250.0,11625.0,903000.0,11350.0,11625.0,11250.0,11625.0,903000.0
ITMG,2020-01-28 0:00:00,11175.0,11350.0,11050.0,11250.0,2068400.0,11175.0,11350.0,11050.0,11250.0,2068400.0
ITMG,2020-01-29 0:00:00,10900.0,11350.0,10900.0,11200.0,2517600.0,10900.0,11350.0,10900.0,11200.0,2517600.0
ITMG,2020-01-30 0:00:00,10750.0,10975.0,10600.0,10900.0,1403900.0,10750.0,10975.0,10600.0,10900.0,1403900.0
ITMG,2020-01-31 0:00:00,10050.0,10800.0,10050.0,10750.0,2668400.0,10050.0,10800.0,10050.0,10750.0,2668400.0
ITMG,2020-02-03 0:00:00,10050.0,10400.0,9800.0,10050.0,3045400.0,10050.0,10400.0,9800.0,10050.0,3045400.0
ITMG,2020-02-04 0:00:00,10150.0,10350.0,10075.0,10100.0,1370400.0,10150.0,10350.0,10075.0,10100.0,1370400.0
ITMG,2020-02-05 0:00:00,10450.0,10550.0,10375.0,10375.0,2809900.0,10450.0,10550.0,10375.0,10375.0,2809900.0
ITMG,2020-02-06 0:00:00,10525.0,10775.0,10475.0,10750.0,1858900.0,10525.0,10775.0,10475.0,10750.0,1858900.0
ITMG,2020-02-07 0:00:00,10425.0,10550.0,10325.0,10525.0,1145100.0,10425.0,10550.0,10325.0,10525.0,1145100.0
ITMG,2020-02-10 0:00:00,10150.0,10400.0,10100.0,10400.0,1627900.0,10150.0,10400.0,10100.0,10400.0,1627900.0
ITMG,2020-02-11 0:00:00,10150.0,10250.0,10025.0,10125.0,1430800.0,10150.0,10250.0,10025.0,10125.0,1430800.0
ITMG,2020-02-12 0:00:00,10075.0,10275.0,10050.0,10250.0,1471100.0,10075.0,10275.0,10050.0,10250.0,1471100.0
ITMG,2020-02-13 0:00:00,10150.0,10200.0,10050.0,10200.0,940400.0,10150.0,10200.0,10050.0,10200.0,940400.0
ITMG,2020-02-14 0:00:00,10050.0,10175.0,10025.0,10100.0,1156400.0,10050.0,10175.0,10025.0,10100.0,1156400.0
ITMG,2020-02-17 0:00:00,10500.0,10500.0,10075.0,10125.0,1853300.0,10500.0,10500.0,10075.0,10125.0,1853300.0
ITMG,2020-02-18 0:00:00,10950.0,10975.0,10525.0,10525.0,2077500.0,10950.0,10975.0,10525.0,10525.0,2077500.0
ITMG,2020-02-19 0:00:00,10800.0,10925.0,10675.0,10925.0,1313300.0,10800.0,10925.0,10675.0,10925.0,1313300.0
ITMG,2020-02-20 0:00:00,10925.0,11075.0,10775.0,10800.0,1956000.0,10925.0,11075.0,10775.0,10800.0,1956000.0
ITMG,2020-02-21 0:00:00,10575.0,10850.0,10475.0,10850.0,1617700.0,10575.0,10850.0,10475.0,10850.0,1617700.0
ITMG,2020-02-24 0:00:00,10650.0,10675.0,10300.0,10400.0,1927500.0,10650.0,10675.0,10300.0,10400.0,1927500.0
ITMG,2020-02-25 0:00:00,11000.0,11175.0,10450.0,10600.0,3497200.0,11000.0,11175.0,10450.0,10600.0,3497200.0
ITMG,2020-02-26 0:00:00,11150.0,11175.0,10650.0,10650.0,2552400.0,11150.0,11175.0,10650.0,10650.0,2552400.0
ITMG,2020-02-27 0:00:00,11025.0,11350.0,10525.0,11175.0,3220000.0,11025.0,11350.0,10525.0,11175.0,3220000.0
ITMG,2020-02-28 0:00:00,11300.0,11300.0,10325.0,10725.0,3843400.0,11300.0,11300.0,10325.0,10725.0,3843400.0
ITMG,2020-03-02 0:00:00,10875.0,11225.0,10700.0,11150.0,2510300.0,10875.0,11225.0,10700.0,11150.0,2510300.0
ITMG,2020-03-03 0:00:00,11050.0,11200.0,10875.0,10875.0,2895600.0,11050.0,11200.0,10875.0,10875.0,2895600.0
ITMG,2020-03-04 0:00:00,10950.0,11200.0,10825.0,10850.0,2944300.0,10950.0,11200.0,10825.0,10850.0,2944300.0
ITMG,2020-03-05 0:00:00,10900.0,11150.0,10875.0,10950.0,1200100.0,10900.0,11150.0,10875.0,10950.0,1200100.0
ITMG,2020-03-06 0:00:00,10425.0,10800.0,10400.0,10700.0,2154300.0,10425.0,10800.0,10400.0,10700.0,2154300.0
ITMG,2020-03-09 0:00:00,9550.0,10125.0,9550.0,10000.0,2647400.0,9550.0,10125.0,9550.0,10000.0,2647400.0
ITMG,2020-03-10 0:00:00,9500.0,9925.0,9450.0,9450.0,2336200.0,9500.0,9925.0,9450.0,9450.0,2336200.0
ITMG,2020-03-11 0:00:00,9025.0,9650.0,9025.0,9500.0,1714900.0,9025.0,9650.0,9025.0,9500.0,1714900.0
ITMG,2020-03-12 0:00:00,8300.0,8900.0,8300.0,8900.0,1698600.0,8300.0,8900.0,8300.0,8900.0,1698600.0
ITMG,2020-03-13 0:00:00,7975.0,8200.0,7725.0,0.0,2625200.0,7975.0,8200.0,7725.0,0.0,2625200.0
ITMG,2020-03-16 0:00:00,7450.0,8000.0,7425.0,0.0,1195200.0,7450.0,8000.0,7425.0,0.0,1195200.0
ITMG,2020-03-17 0:00:00,6950.0,7300.0,6950.0,0.0,3494700.0,6950.0,7300.0,6950.0,0.0,3494700.0
ITMG,2020-03-18 0:00:00,6475.0,6950.0,6475.0,0.0,2232900.0,6475.0,6950.0,6475.0,0.0,2232900.0
ITMG,2020-03-19 0:00:00,6025.0,6350.0,6025.0,0.0,1769200.0,6025.0,6350.0,6025.0,0.0,1769200.0
ITMG,2020-03-20 0:00:00,6825.0,6950.0,5650.0,0.0,3412300.0,6825.0,6950.0,5650.0,0.0,3412300.0
ITMG,2020-03-23 0:00:00,6400.0,7100.0,6350.0,0.0,4594000.0,6400.0,7100.0,6350.0,0.0,4594000.0
ITMG,2020-03-24 0:00:00,6650.0,7000.0,6400.0,0.0,2479700.0,6650.0,7000.0,6400.0,0.0,2479700.0
ITMG,2020-03-26 0:00:00,7650.0,7800.0,6750.0,0.0,3792300.0,7650.0,7800.0,6750.0,0.0,3792300.0
ITMG,2020-03-27 0:00:00,7900.0,8500.0,7700.0,0.0,3502100.0,7900.0,8500.0,7700.0,0.0,3502100.0
ITMG,2020-03-30 0:00:00,7350.0,7750.0,7350.0,0.0,1966100.0,7350.0,7750.0,7350.0,0.0,1966100.0
ITMG,2020-03-31 0:00:00,8100.0,8100.0,7350.0,0.0,3905600.0,8100.0,8100.0,7350.0,0.0,3905600.0
ITMG,2020-04-01 0:00:00,8100.0,8300.0,7750.0,0.0,2045100.0,8100.0,8300.0,7750.0,0.0,2045100.0
ITMG,2020-04-02 0:00:00,8150.0,8200.0,7800.0,0.0,904500.0,8150.0,8200.0,7800.0,0.0,904500.0
ITMG,2020-04-03 0:00:00,8225.0,8475.0,8150.0,0.0,1097000.0,8225.0,8475.0,8150.0,0.0,1097000.0
ITMG,2020-04-06 0:00:00,8625.0,8625.0,8250.0,0.0,1392400.0,8625.0,8625.0,8250.0,0.0,1392400.0
ITMG,2020-04-07 0:00:00,8250.0,9000.0,8250.0,0.0,2041200.0,8250.0,9000.0,8250.0,0.0,2041200.0
ITMG,2020-04-08 0:00:00,8025.0,8475.0,7700.0,0.0,2377700.0,8025.0,8475.0,7700.0,0.0,2377700.0
ITMG,2020-04-09 0:00:00,7725.0,8100.0,7675.0,0.0,1547100.0,7725.0,8100.0,7675.0,0.0,1547100.0
ITMG,2020-04-13 0:00:00,7750.0,7825.0,7700.0,0.0,1080400.0,7750.0,7825.0,7700.0,0.0,1080400.0
ITMG,2020-04-14 0:00:00,7975.0,8000.0,7725.0,0.0,1540700.0,7975.0,8000.0,7725.0,0.0,1540700.0
ITMG,2020-04-15 0:00:00,7900.0,8100.0,7700.0,0.0,1418300.0,7900.0,8100.0,7700.0,0.0,1418300.0
ITMG,2020-04-16 0:00:00,7550.0,7900.0,7525.0,0.0,873400.0,7550.0,7900.0,7525.0,0.0,873400.0
ITMG,2020-04-17 0:00:00,7700.0,7800.0,7625.0,0.0,1106400.0,7700.0,7800.0,7625.0,0.0,1106400.0
ITMG,2020-04-20 0:00:00,7500.0,7800.0,7475.0,0.0,1090100.0,7500.0,7800.0,7475.0,0.0,1090100.0
ITMG,2020-04-21 0:00:00,7150.0,7450.0,7025.0,0.0,1731600.0,7150.0,7450.0,7025.0,0.0,1731600.0
ITMG,2020-04-22 0:00:00,6925.0,7075.0,6800.0,0.0,1840800.0,6925.0,7075.0,6800.0,0.0,1840800.0
ITMG,2020-04-23 0:00:00,6975.0,7150.0,6950.0,0.0,1025800.0,6975.0,7150.0,6950.0,0.0,1025800.0
ITMG,2020-04-24 0:00:00,6900.0,7225.0,6825.0,0.0,1568900.0,6900.0,7225.0,6825.0,0.0,1568900.0
ITMG,2020-04-27 0:00:00,7100.0,7125.0,6900.0,0.0,850800.0,7100.0,7125.0,6900.0,0.0,850800.0
ITMG,2020-04-28 0:00:00,6900.0,7200.0,6875.0,0.0,1376100.0,6900.0,7200.0,6875.0,0.0,1376100.0
ITMG,2020-04-29 0:00:00,6925.0,7025.0,6875.0,0.0,941600.0,6925.0,7025.0,6875.0,0.0,941600.0
ITMG,2020-04-30 0:00:00,7200.0,7300.0,6975.0,0.0,2345300.0,7200.0,7300.0,6975.0,0.0,2345300.0
ITMG,2020-05-04 0:00:00,7000.0,7225.0,6950.0,0.0,846900.0,7000.0,7225.0,6950.0,0.0,846900.0
ITMG,2020-05-05 0:00:00,7650.0,7675.0,7100.0,0.0,2988800.0,7650.0,7675.0,7100.0,0.0,2988800.0
ITMG,2020-05-06 0:00:00,7850.0,7900.0,7650.0,0.0,3288400.0,7850.0,7900.0,7650.0,0.0,3288400.0
ITMG,2020-05-08 0:00:00,7875.0,8000.0,7700.0,0.0,3280300.0,7875.0,8000.0,7700.0,0.0,3280300.0
ITMG,2020-05-11 0:00:00,7800.0,8050.0,7750.0,0.0,2367400.0,7800.0,8050.0,7750.0,0.0,2367400.0
ITMG,2020-05-12 0:00:00,7700.0,8025.0,7700.0,0.0,1421900.0,7700.0,8025.0,7700.0,0.0,1421900.0
ITMG,2020-05-13 0:00:00,7650.0,7800.0,7550.0,0.0,755000.0,7650.0,7800.0,7550.0,0.0,755000.0
ITMG,2020-05-14 0:00:00,7525.0,7750.0,7500.0,0.0,930700.0,7525.0,7750.0,7500.0,0.0,930700.0
ITMG,2020-05-15 0:00:00,7400.0,7700.0,7300.0,0.0,878900.0,7400.0,7700.0,7300.0,0.0,878900.0
ITMG,2020-05-18 0:00:00,7725.0,7800.0,7375.0,0.0,1331900.0,7725.0,7800.0,7375.0,0.0,1331900.0
ITMG,2020-05-19 0:00:00,7850.0,7950.0,7775.0,0.0,1368700.0,7850.0,7950.0,7775.0,0.0,1368700.0
ITMG,2020-05-20 0:00:00,7675.0,7850.0,7625.0,0.0,952900.0,7675.0,7850.0,7625.0,0.0,952900.0
ITMG,2020-05-26 0:00:00,8100.0,8100.0,7750.0,0.0,3255700.0,8100.0,8100.0,7750.0,0.0,3255700.0
ITMG,2020-05-27 0:00:00,8200.0,8300.0,8000.0,0.0,2720800.0,8200.0,8300.0,8000.0,0.0,2720800.0
ITMG,2020-05-28 0:00:00,8200.0,8375.0,8125.0,0.0,3076500.0,8200.0,8375.0,8125.0,0.0,3076500.0
ITMG,2020-05-29 0:00:00,8100.0,8225.0,8000.0,0.0,2493600.0,8100.0,8225.0,8000.0,0.0,2493600.0
ITMG,2020-06-02 0:00:00,8475.0,8500.0,8200.0,0.0,3981800.0,8475.0,8500.0,8200.0,0.0,3981800.0
ITMG,2020-06-03 0:00:00,8825.0,8825.0,8475.0,0.0,4258900.0,8825.0,8825.0,8475.0,0.0,4258900.0
ITMG,2020-06-04 0:00:00,8925.0,9175.0,8825.0,0.0,5685700.0,8925.0,9175.0,8825.0,0.0,5685700.0
ITMG,2020-06-05 0:00:00,8925.0,9050.0,8725.0,0.0,6492500.0,8925.0,9050.0,8725.0,0.0,6492500.0
ITMG,2020-06-08 0:00:00,8600.0,8900.0,8400.0,0.0,9295300.0,8600.0,8900.0,8400.0,0.0,9295300.0
ITMG,2020-06-09 0:00:00,8450.0,8775.0,8375.0,0.0,6073200.0,8450.0,8775.0,8375.0,0.0,6073200.0
ITMG,2020-06-10 0:00:00,7925.0,8500.0,7900.0,0.0,5596000.0,7925.0,8500.0,7900.0,0.0,5596000.0
ITMG,2020-06-11 0:00:00,7750.0,8050.0,7700.0,0.0,2787600.0,7750.0,8050.0,7700.0,0.0,2787600.0
ITMG,2020-06-12 0:00:00,7825.0,7825.0,7325.0,0.0,3084400.0,7825.0,7825.0,7325.0,0.0,3084400.0
ITMG,2020-06-15 0:00:00,7575.0,8025.0,7550.0,0.0,2173500.0,7575.0,8025.0,7550.0,0.0,2173500.0
ITMG,2020-06-16 0:00:00,7850.0,7925.0,7700.0,0.0,2134600.0,7850.0,7925.0,7700.0,0.0,2134600.0
ITMG,2020-06-17 0:00:00,7825.0,7925.0,7750.0,0.0,1944000.0,7825.0,7925.0,7750.0,0.0,1944000.0
ITMG,2020-06-18 0:00:00,7750.0,7900.0,7750.0,0.0,1661500.0,7750.0,7900.0,7750.0,0.0,1661500.0
ITMG,2020-06-19 0:00:00,7225.0,7800.0,7225.0,0.0,18816500.0,7225.0,7800.0,7225.0,0.0,18816500.0
ITMG,2020-06-22 0:00:00,7475.0,7525.0,7300.0,0.0,10095500.0,7475.0,7525.0,7300.0,0.0,10095500.0
ITMG,2020-06-23 0:00:00,7400.0,7575.0,7400.0,0.0,3283100.0,7400.0,7575.0,7400.0,0.0,3283100.0
ITMG,2020-06-24 0:00:00,7400.0,7500.0,7400.0,0.0,3267200.0,7400.0,7500.0,7400.0,0.0,3267200.0
ITMG,2020-06-25 0:00:00,7275.0,7400.0,7225.0,0.0,3901400.0,7275.0,7400.0,7225.0,0.0,3901400.0
ITMG,2020-06-26 0:00:00,7250.0,7400.0,7200.0,0.0,2878600.0,7250.0,7400.0,7200.0,0.0,2878600.0
ITMG,2020-06-29 0:00:00,7225.0,7300.0,7125.0,0.0,2348500.0,7225.0,7300.0,7125.0,0.0,2348500.0
ITMG,2020-06-30 0:00:00,7100.0,7325.0,7100.0,0.0,4574900.0,7100.0,7325.0,7100.0,0.0,4574900.0
ITMG,2020-07-01 0:00:00,7250.0,7300.0,7050.0,0.0,4387700.0,7250.0,7300.0,7050.0,0.0,4387700.0
ITMG,2020-07-02 0:00:00,7350.0,7475.0,7300.0,0.0,5531700.0,7350.0,7475.0,7300.0,0.0,5531700.0
ITMG,2020-07-03 0:00:00,7325.0,7475.0,7325.0,0.0,2225300.0,7325.0,7475.0,7325.0,0.0,2225300.0
ITMG,2020-07-06 0:00:00,7425.0,7450.0,7325.0,0.0,1959600.0,7425.0,7450.0,7325.0,0.0,1959600.0
ITMG,2020-07-07 0:00:00,7425.0,7600.0,7400.0,0.0,2514900.0,7425.0,7600.0,7400.0,0.0,2514900.0
ITMG,2020-07-08 0:00:00,7475.0,7475.0,7350.0,0.0,3035800.0,7475.0,7475.0,7350.0,0.0,3035800.0
ITMG,2020-07-09 0:00:00,7700.0,7875.0,7475.0,0.0,10393800.0,7700.0,7875.0,7475.0,0.0,10393800.0
ITMG,2020-07-10 0:00:00,7450.0,7700.0,7425.0,0.0,4024300.0,7450.0,7700.0,7425.0,0.0,4024300.0
ITMG,2020-07-13 0:00:00,7750.0,7775.0,7300.0,0.0,5981700.0,7750.0,7775.0,7300.0,0.0,5981700.0
ITMG,2020-07-14 0:00:00,7625.0,7800.0,7625.0,0.0,4401000.0,7625.0,7800.0,7625.0,0.0,4401000.0
ITMG,2020-07-15 0:00:00,7675.0,7775.0,7675.0,0.0,2254100.0,7675.0,7775.0,7675.0,0.0,2254100.0
ITMG,2020-07-16 0:00:00,7675.0,7725.0,7625.0,0.0,1981800.0,7675.0,7725.0,7625.0,0.0,1981800.0
ITMG,2020-07-17 0:00:00,7850.0,8100.0,7650.0,0.0,9901300.0,7850.0,8100.0,7650.0,0.0,9901300.0
ITMG,2020-07-20 0:00:00,7675.0,8000.0,7675.0,0.0,3068200.0,7675.0,8000.0,7675.0,0.0,3068200.0
ITMG,2020-07-21 0:00:00,7800.0,7850.0,7700.0,0.0,2970900.0,7800.0,7850.0,7700.0,0.0,2970900.0
ITMG,2020-07-22 0:00:00,7750.0,7925.0,7725.0,0.0,2790300.0,7750.0,7925.0,7725.0,0.0,2790300.0
ITMG,2020-07-23 0:00:00,7900.0,8075.0,7750.0,0.0,5518500.0,7900.0,8075.0,7750.0,0.0,5518500.0
ITMG,2020-07-24 0:00:00,7675.0,7900.0,7650.0,0.0,3677500.0,7675.0,7900.0,7650.0,0.0,3677500.0
ITMG,2020-07-27 0:00:00,8000.0,8000.0,7675.0,0.0,6373500.0,8000.0,8000.0,7675.0,0.0,6373500.0
ITMG,2020-07-28 0:00:00,8050.0,8350.0,8025.0,0.0,6011200.0,8050.0,8350.0,8025.0,0.0,6011200.0
ITMG,2020-07-29 0:00:00,7900.0,8125.0,7825.0,0.0,2774000.0,7900.0,8125.0,7825.0,0.0,2774000.0
ITMG,2020-07-30 0:00:00,7900.0,7950.0,7800.0,0.0,3453200.0,7900.0,7950.0,7800.0,0.0,3453200.0
ITMG,2020-08-03 0:00:00,7650.0,7950.0,7400.0,0.0,4671500.0,7650.0,7950.0,7400.0,0.0,4671500.0
ITMG,2020-08-04 0:00:00,7725.0,7775.0,7600.0,0.0,1970400.0,7725.0,7775.0,7600.0,0.0,1970400.0
ITMG,2020-08-05 0:00:00,7725.0,7800.0,7475.0,0.0,4259300.0,7725.0,7800.0,7475.0,0.0,4259300.0
ITMG,2020-08-06 0:00:00,7975.0,8000.0,7750.0,0.0,3150500.0,7975.0,8000.0,7750.0,0.0,3150500.0
ITMG,2020-08-07 0:00:00,7850.0,8000.0,7800.0,0.0,2027400.0,7850.0,8000.0,7800.0,0.0,2027400.0
ITMG,2020-08-10 0:00:00,8575.0,8600.0,7875.0,0.0,12694300.0,8575.0,8600.0,7875.0,0.0,12694300.0
ITMG,2020-08-11 0:00:00,8375.0,8675.0,8275.0,0.0,7418200.0,8375.0,8675.0,8275.0,0.0,7418200.0
ITMG,2020-08-12 0:00:00,8125.0,8375.0,8075.0,0.0,6189000.0,8125.0,8375.0,8075.0,0.0,6189000.0
ITMG,2020-08-13 0:00:00,8175.0,8325.0,8075.0,0.0,3425000.0,8175.0,8325.0,8075.0,0.0,3425000.0
ITMG,2020-08-14 0:00:00,8125.0,8250.0,8100.0,0.0,2854500.0,8125.0,8250.0,8100.0,0.0,2854500.0
ITMG,2020-08-18 0:00:00,8200.0,8300.0,8125.0,0.0,2321800.0,8200.0,8300.0,8125.0,0.0,2321800.0
ITMG,2020-08-19 0:00:00,8200.0,8300.0,8100.0,0.0,4469000.0,8200.0,8300.0,8100.0,0.0,4469000.0
ITMG,2020-08-24 0:00:00,8150.0,8250.0,8075.0,0.0,2684800.0,8150.0,8250.0,8075.0,0.0,2684800.0
ITMG,2020-08-25 0:00:00,8300.0,8300.0,8150.0,0.0,3883000.0,8300.0,8300.0,8150.0,0.0,3883000.0
ITMG,2020-08-26 0:00:00,8400.0,8600.0,8300.0,0.0,5773700.0,8400.0,8600.0,8300.0,0.0,5773700.0
ITMG,2020-08-27 0:00:00,8500.0,8625.0,8400.0,0.0,4373600.0,8500.0,8625.0,8400.0,0.0,4373600.0
ITMG,2020-08-28 0:00:00,8600.0,8775.0,8500.0,0.0,4349900.0,8600.0,8775.0,8500.0,0.0,4349900.0
ITMG,2020-08-31 0:00:00,8275.0,8750.0,8250.0,0.0,5923000.0,8275.0,8750.0,8250.0,0.0,5923000.0
ITMG,2020-09-01 0:00:00,8650.0,8650.0,8200.0,0.0,4708300.0,8650.0,8650.0,8200.0,0.0,4708300.0
ITMG,2020-09-02 0:00:00,8700.0,8850.0,8500.0,0.0,5411900.0,8700.0,8850.0,8500.0,0.0,5411900.0
ITMG,2020-09-03 0:00:00,8650.0,8750.0,8525.0,0.0,2297100.0,8650.0,8750.0,8525.0,0.0,2297100.0
ITMG,2020-09-04 0:00:00,8500.0,8550.0,8375.0,0.0,1790300.0,8500.0,8550.0,8375.0,0.0,1790300.0
ITMG,2020-09-07 0:00:00,8550.0,8625.0,8375.0,8500.0,2388400.0,8550.0,8625.0,8375.0,8500.0,2388400.0
ITMG,2020-09-08 0:00:00,8550.0,8675.0,8525.0,8550.0,1861000.0,8550.0,8675.0,8525.0,8550.0,1861000.0
ITMG,2020-09-09 0:00:00,8375.0,8475.0,8325.0,8450.0,2986700.0,8375.0,8475.0,8325.0,8450.0,2986700.0
ITMG,2020-09-10 0:00:00,7800.0,8300.0,7800.0,8300.0,7230600.0,7800.0,8300.0,7800.0,8300.0,7230600.0
ITMG,2020-09-11 0:00:00,8250.0,8325.0,7500.0,7575.0,4721100.0,8250.0,8325.0,7500.0,7575.0,4721100.0
ITMG,2020-09-14 0:00:00,8375.0,8450.0,8325.0,8350.0,1536000.0,8375.0,8450.0,8325.0,8350.0,1536000.0
ITMG,2020-09-15 0:00:00,8450.0,8475.0,8300.0,8400.0,2128200.0,8450.0,8475.0,8300.0,8400.0,2128200.0
ITMG,2020-09-16 0:00:00,8400.0,8500.0,8300.0,8450.0,1707100.0,8400.0,8500.0,8300.0,8450.0,1707100.0
ITMG,2020-09-17 0:00:00,8300.0,8550.0,8250.0,8500.0,1223700.0,8300.0,8550.0,8250.0,8500.0,1223700.0
ITMG,2020-09-18 0:00:00,8325.0,8500.0,8275.0,8475.0,1370700.0,8325.0,8500.0,8275.0,8475.0,1370700.0
ITMG,2020-09-21 0:00:00,8275.0,8450.0,8275.0,8350.0,1630700.0,8275.0,8450.0,8275.0,8350.0,1630700.0
ITMG,2020-09-22 0:00:00,8325.0,8400.0,8050.0,8150.0,2720300.0,8325.0,8400.0,8050.0,8150.0,2720300.0
ITMG,2020-09-23 0:00:00,8225.0,8425.0,8150.0,8400.0,2069200.0,8225.0,8425.0,8150.0,8400.0,2069200.0
ITMG,2020-09-24 0:00:00,8050.0,8225.0,8025.0,8150.0,1996400.0,8050.0,8225.0,8025.0,8150.0,1996400.0
ITMG,2020-09-25 0:00:00,8175.0,8225.0,8100.0,8150.0,1024700.0,8175.0,8225.0,8100.0,8150.0,1024700.0
ITMG,2020-09-28 0:00:00,8075.0,8300.0,8075.0,8300.0,909500.0,8075.0,8300.0,8075.0,8300.0,909500.0
ITMG,2020-09-29 0:00:00,8175.0,8375.0,8100.0,8150.0,2346900.0,8175.0,8375.0,8100.0,8150.0,2346900.0
ITMG,2020-09-30 0:00:00,8150.0,8250.0,8050.0,8150.0,866600.0,8150.0,8250.0,8050.0,8150.0,866600.0
